# Coding: utf-8,
# File format version: 2,
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).,
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.,
#           Returns the global,beam and diffuse irradiations integrated over a selected time step
#           for a selected location (geostationary satellite coverage) and a selected period.,
# The research leading to these results has received funding from the European Union within the Copernicus programme.,
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany),
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service,
# Date begin (ISO 8601): 2022-01-30T00:00:00.0,
# Date end (ISO 8601): 2025-01-01T00:00:00.0,
# Latitude (positive North,ISO 19115): 43.9804
# Longitude (positive East,ISO 19115): 0.5724
# Altitude (m): 128.00,
# Time reference: Universal time (UT),
#,
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11),
# CF Standard Names registry of ObservablePropertyValue,
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html,
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6,
# ObservableProperty,
"#     basePhenomenon:""integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time""",
"#     uom:""Wh m-2"" [unit]",
# StatisticalMeasure,
"#     statisticalFunction: ""sum""",
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s,
# noValue: nan,
# File generated on: 2026-01-22,
#,
# Columns:,
# 1. Observation period (ISO 8601),
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2),
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2),
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2),
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2),
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2),
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2),
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2),
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
#11. Reliability. Proportion of reliable data in the summarization (0-1),
#,
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability,
2022-06-03T21:00:00.0/2022-06-03T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-03T22:00:00.0/2022-06-03T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-03T23:00:00.0/2022-06-04T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-04T00:00:00.0/2022-06-04T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-04T01:00:00.0/2022-06-04T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-04T02:00:00.0/2022-06-04T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-04T03:00:00.0/2022-06-04T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-04T04:00:00.0/2022-06-04T05:00:00.0;42.9579;13.3459;2.2394;11.1064;29.6432;1.8955;0.0000;1.8955;0.0000;0.6917,
2022-06-04T05:00:00.0/2022-06-04T06:00:00.0;251.1242;121.3368;51.9445;69.3923;254.0232;13.5107;0.0000;13.5107;0.0000;0.9750,
2022-06-04T06:00:00.0/2022-06-04T07:00:00.0;480.2187;294.7216;177.6072;117.1144;481.6653;51.2010;0.2951;50.9058;0.8381;1.0000,
2022-06-04T07:00:00.0/2022-06-04T08:00:00.0;700.4686;482.1215;340.9564;141.1651;640.8280;37.3355;0.0000;37.3355;0.0000;1.0000,
2022-06-04T08:00:00.0/2022-06-04T09:00:00.0;896.8727;655.4135;507.8500;147.5634;747.7191;98.6665;0.0015;98.6649;0.0022;1.0000,
2022-06-04T09:00:00.0/2022-06-04T10:00:00.0;1056.0543;796.6886;644.9852;151.7033;807.7252;186.4559;0.7705;185.6854;0.9224;1.0000,
2022-06-04T10:00:00.0/2022-06-04T11:00:00.0;1167.1743;895.3059;734.9482;160.3577;833.0227;163.7601;0.4949;163.2651;0.5768;1.0000,
2022-06-04T11:00:00.0/2022-06-04T12:00:00.0;1222.6685;945.3942;779.9042;165.4900;843.9474;294.9769;3.5375;291.4393;3.8116;1.0000,
2022-06-04T12:00:00.0/2022-06-04T13:00:00.0;1218.7649;940.2626;768.7166;171.5460;834.4485;382.7050;13.8892;368.8158;15.0975;1.0000,
2022-06-04T13:00:00.0/2022-06-04T14:00:00.0;1155.7395;880.1566;702.7024;177.4541;804.1812;624.0252;320.8538;303.1714;370.2606;1.0000,
2022-06-04T14:00:00.0/2022-06-04T15:00:00.0;1037.8978;772.2104;594.8109;177.3996;757.5624;500.5822;223.9281;276.6541;289.0156;1.0000,
2022-06-04T15:00:00.0/2022-06-04T16:00:00.0;873.2801;624.0439;450.2427;173.8011;680.3531;314.3163;27.0615;287.2548;40.3602;1.0000,
2022-06-04T16:00:00.0/2022-06-04T17:00:00.0;673.1133;447.3680;286.6674;160.7005;559.6511;346.0390;104.4596;241.5794;212.6841;1.0000,
2022-06-04T17:00:00.0/2022-06-04T18:00:00.0;451.0445;261.1484;136.2421;124.9063;391.2672;183.0503;69.5527;113.4976;178.4045;1.0000,
2022-06-04T18:00:00.0/2022-06-04T19:00:00.0;222.2109;98.5933;34.2016;64.3917;185.2773;27.5642;0.2034;27.3608;1.1209;1.0000,
2022-06-04T19:00:00.0/2022-06-04T20:00:00.0;27.4524;7.7925;0.8893;6.9032;14.6865;2.3652;0.0000;2.3652;0.0000;0.7667,
2022-06-04T20:00:00.0/2022-06-04T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-04T21:00:00.0/2022-06-04T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-04T22:00:00.0/2022-06-04T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-04T23:00:00.0/2022-06-05T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-05T00:00:00.0/2022-06-05T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-05T01:00:00.0/2022-06-05T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-05T02:00:00.0/2022-06-05T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-05T03:00:00.0/2022-06-05T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-05T04:00:00.0/2022-06-05T05:00:00.0;43.7747;14.7824;3.5403;11.2421;47.4574;8.1901;0.0025;8.1876;0.0341;0.6833,
2022-06-05T05:00:00.0/2022-06-05T06:00:00.0;252.1443;130.3673;64.8407;65.5266;319.8430;35.6237;1.1295;34.4943;4.1596;0.9750,
2022-06-05T06:00:00.0/2022-06-05T07:00:00.0;480.9844;308.3159;199.7722;108.5437;542.2405;163.8643;38.0655;125.7988;121.2196;1.0000,
2022-06-05T07:00:00.0/2022-06-05T08:00:00.0;701.0358;498.0441;366.5496;131.4945;688.6914;217.0628;4.9538;212.1090;9.4117;1.0000,
2022-06-05T08:00:00.0/2022-06-05T09:00:00.0;897.3104;672.8364;532.4282;140.4082;783.5941;254.4333;3.9403;250.4930;5.9300;1.0000,
2022-06-05T09:00:00.0/2022-06-05T10:00:00.0;1056.4403;815.5675;670.9464;144.6212;839.6516;428.7898;93.9909;334.7989;114.4864;0.7500,
2022-06-05T10:00:00.0/2022-06-05T11:00:00.0;1167.5892;915.1489;767.6954;147.4535;869.5596;533.6259;118.1614;415.4645;133.4455;1.0000,
2022-06-05T11:00:00.0/2022-06-05T12:00:00.0;1223.1908;965.1867;818.5463;146.6404;885.1234;408.3811;38.8110;369.5701;42.1702;1.0000,
2022-06-05T12:00:00.0/2022-06-05T13:00:00.0;1219.4651;962.3956;818.1906;144.2050;887.4374;534.9177;96.5368;438.3809;104.2556;1.0000,
2022-06-05T13:00:00.0/2022-06-05T14:00:00.0;1156.6755;907.0675;766.7303;140.3373;876.6512;672.2531;280.5303;391.7228;322.0677;1.0000,
2022-06-05T14:00:00.0/2022-06-05T15:00:00.0;1039.1107;803.0488;669.6407;133.4081;851.9882;732.3699;509.0884;223.2815;646.8806;1.0000,
2022-06-05T15:00:00.0/2022-06-05T16:00:00.0;874.7919;657.8440;535.3457;122.4983;808.4291;522.4656;266.3830;256.0826;403.9592;1.0000,
2022-06-05T16:00:00.0/2022-06-05T17:00:00.0;674.9248;483.4599;376.7919;106.6680;735.9462;289.5623;54.4956;235.0667;105.1361;1.0000,
2022-06-05T17:00:00.0/2022-06-05T18:00:00.0;453.1357;296.2808;212.2223;84.0585;612.6400;274.0987;176.6622;97.4365;520.7873;1.0000,
2022-06-05T18:00:00.0/2022-06-05T19:00:00.0;224.5423;119.3694;68.8333;50.5362;378.2708;119.3694;68.8333;50.5362;378.2708;1.0000,
2022-06-05T19:00:00.0/2022-06-05T20:00:00.0;28.7240;9.6504;2.6541;6.9963;43.5609;9.6504;2.6541;6.9963;43.5609;0.7583,
2022-06-05T20:00:00.0/2022-06-05T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-05T21:00:00.0/2022-06-05T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-05T22:00:00.0/2022-06-05T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-05T23:00:00.0/2022-06-06T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-06T00:00:00.0/2022-06-06T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-06T01:00:00.0/2022-06-06T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-06T02:00:00.0/2022-06-06T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-06T03:00:00.0/2022-06-06T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-06T04:00:00.0/2022-06-06T05:00:00.0;44.4891;15.8158;4.9517;10.8640;66.0411;15.8158;4.9517;10.8640;66.0411;0.6833,
2022-06-06T05:00:00.0/2022-06-06T06:00:00.0;253.0444;136.1815;79.3111;56.8703;393.1391;124.7972;62.6856;62.1116;308.0588;0.9750,
2022-06-06T06:00:00.0/2022-06-06T07:00:00.0;481.6423;312.3817;221.7010;90.6807;602.8430;263.8774;135.4567;128.4207;365.0906;1.0000,
2022-06-06T07:00:00.0/2022-06-06T08:00:00.0;701.5082;495.1537;381.6412;113.5125;717.2601;455.5490;278.2674;177.2816;529.2181;1.0000,
2022-06-06T08:00:00.0/2022-06-06T09:00:00.0;897.6661;662.7950;533.3799;129.4151;784.8682;562.3245;255.4488;306.8758;379.3144;1.0000,
2022-06-06T09:00:00.0/2022-06-06T10:00:00.0;1056.7561;800.7746;660.1737;140.6009;825.7634;734.9225;485.3297;249.5928;602.6235;1.0000,
2022-06-06T10:00:00.0/2022-06-06T11:00:00.0;1167.9440;898.2154;750.1103;148.1051;849.1813;809.3607;483.0235;326.3372;548.5681;1.0000,
2022-06-06T11:00:00.0/2022-06-06T12:00:00.0;1223.6604;947.2227;794.7131;152.5096;858.7943;716.5187;269.3773;447.1414;291.9384;1.0000,
2022-06-06T12:00:00.0/2022-06-06T13:00:00.0;1220.1171;942.9202;787.3048;155.6153;853.2224;843.8983;462.8262;381.0721;501.6162;1.0000,
2022-06-06T13:00:00.0/2022-06-06T14:00:00.0;1157.5643;885.5355;728.3934;157.1421;831.8696;735.2054;312.3729;422.8326;356.0339;1.0000,
2022-06-06T14:00:00.0/2022-06-06T15:00:00.0;1040.2743;780.3791;625.7155;154.6636;794.8127;446.8013;70.8707;375.9306;89.9740;1.0000,
2022-06-06T15:00:00.0/2022-06-06T16:00:00.0;876.2487;637.0546;493.0110;144.0435;742.9329;247.5028;10.3253;237.1775;15.2050;1.0000,
2022-06-06T16:00:00.0/2022-06-06T17:00:00.0;676.6729;467.0428;342.6615;124.3814;667.0510;260.2045;34.3512;225.8533;70.4461;1.0000,
2022-06-06T17:00:00.0/2022-06-06T18:00:00.0;455.1527;284.5603;188.3251;96.2351;540.2466;197.3368;63.4497;133.8871;193.0302;1.0000,
2022-06-06T18:00:00.0/2022-06-06T19:00:00.0;226.7872;114.4175;59.8092;54.6083;325.7004;99.4076;42.1307;57.2769;226.7733;1.0000,
2022-06-06T19:00:00.0/2022-06-06T20:00:00.0;29.9550;9.6638;2.4138;7.2500;38.6895;7.8513;1.6509;6.2003;28.7863;0.8833,
2022-06-06T20:00:00.0/2022-06-06T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-06T21:00:00.0/2022-06-06T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-06T22:00:00.0/2022-06-06T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-06T23:00:00.0/2022-06-07T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-07T00:00:00.0/2022-06-07T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-07T01:00:00.0/2022-06-07T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-07T02:00:00.0/2022-06-07T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-07T03:00:00.0/2022-06-07T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-07T04:00:00.0/2022-06-07T05:00:00.0;45.1224;16.3818;5.5484;10.8333;73.5843;2.2008;0.0000;2.2008;0.0000;0.6833,
2022-06-07T05:00:00.0/2022-06-07T06:00:00.0;253.8256;140.0620;86.4869;53.5751;427.6634;15.3489;0.0000;15.3489;0.0000;0.9750,
2022-06-07T06:00:00.0/2022-06-07T07:00:00.0;482.1937;319.9110;239.0363;80.8747;649.3378;119.3420;12.2026;107.1393;28.9573;1.0000,
2022-06-07T07:00:00.0/2022-06-07T08:00:00.0;701.8870;505.7832;408.8751;96.9082;767.8773;283.9923;37.2587;246.7336;69.2403;1.0000,
2022-06-07T08:00:00.0/2022-06-07T09:00:00.0;897.9412;676.6635;570.7932;105.8703;839.4325;335.8754;30.5020;305.3734;45.0229;1.0000,
2022-06-07T09:00:00.0/2022-06-07T10:00:00.0;1057.0029;816.5831;703.6614;112.9217;879.7913;238.6900;1.3600;237.3300;1.7194;1.0000,
2022-06-07T10:00:00.0/2022-06-07T11:00:00.0;1168.2396;914.2759;794.7529;119.5230;899.2756;215.9948;0.5403;215.4545;0.6273;1.0000,
2022-06-07T11:00:00.0/2022-06-07T12:00:00.0;1224.0781;963.2350;839.4277;123.8073;906.5653;290.0372;7.9354;282.1018;8.5154;1.0000,
2022-06-07T12:00:00.0/2022-06-07T13:00:00.0;1220.7212;959.9975;833.7150;126.2824;902.8438;589.5106;129.1765;460.3341;140.1071;1.0000,
2022-06-07T13:00:00.0/2022-06-07T14:00:00.0;1158.4060;904.6965;777.8338;126.8626;887.5092;752.3494;392.0007;360.3487;450.8083;1.0000,
2022-06-07T14:00:00.0/2022-06-07T15:00:00.0;1041.3879;801.0601;676.5553;124.5048;858.3911;633.2275;283.2442;349.9833;358.4482;1.0000,
2022-06-07T15:00:00.0/2022-06-07T16:00:00.0;877.6497;657.7214;541.9833;115.7381;815.4671;471.6930;159.4814;312.2116;242.7195;1.0000,
2022-06-07T16:00:00.0/2022-06-07T17:00:00.0;678.3564;486.2751;385.9718;100.3033;749.9266;422.6298;234.8305;187.7992;462.0619;1.0000,
2022-06-07T17:00:00.0/2022-06-07T18:00:00.0;457.0943;301.2242;221.9355;79.2888;635.5122;297.8287;213.7116;84.1171;615.9837;1.0000,
2022-06-07T18:00:00.0/2022-06-07T19:00:00.0;228.9441;124.5904;75.9664;48.6240;412.9482;124.5904;75.9664;48.6240;412.9482;1.0000,
2022-06-07T19:00:00.0/2022-06-07T20:00:00.0;31.1887;10.9418;3.5243;7.4175;55.9152;10.9418;3.5243;7.4175;55.9152;0.8750,
2022-06-07T20:00:00.0/2022-06-07T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-07T21:00:00.0/2022-06-07T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-07T22:00:00.0/2022-06-07T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-07T23:00:00.0/2022-06-08T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-08T00:00:00.0/2022-06-08T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-08T01:00:00.0/2022-06-08T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-08T02:00:00.0/2022-06-08T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-08T03:00:00.0/2022-06-08T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-08T04:00:00.0/2022-06-08T05:00:00.0;45.7143;16.0891;5.1253;10.9639;67.2575;2.2233;0.0000;2.2233;0.0000;0.6750,
2022-06-08T05:00:00.0/2022-06-08T06:00:00.0;254.4887;137.7512;84.4521;53.2991;415.1008;15.2956;0.0000;15.2956;0.0000;0.9750,
2022-06-08T06:00:00.0/2022-06-08T07:00:00.0;482.6396;315.3216;236.7983;78.5233;642.4822;26.9716;0.0000;26.9716;0.0000;1.0000,
2022-06-08T07:00:00.0/2022-06-08T08:00:00.0;702.1735;498.0054;404.7916;93.2138;759.7195;78.5813;0.0158;78.5655;0.0267;1.0000,
2022-06-08T08:00:00.0/2022-06-08T09:00:00.0;898.1368;665.7242;564.5137;101.2104;829.8115;149.3211;0.0354;149.2856;0.0549;1.0000,
2022-06-08T09:00:00.0/2022-06-08T10:00:00.0;1057.1819;804.0903;697.8339;106.2565;872.0754;193.4512;2.6594;190.7919;3.1769;1.0000,
2022-06-08T10:00:00.0/2022-06-08T11:00:00.0;1168.4771;902.2594;792.5783;109.6810;896.3713;304.0458;9.1954;294.8504;10.3341;1.0000,
2022-06-08T11:00:00.0/2022-06-08T12:00:00.0;1224.4445;952.5731;841.6447;110.9283;908.4436;499.5139;241.0548;258.4591;260.3361;1.0000,
2022-06-08T12:00:00.0/2022-06-08T13:00:00.0;1221.2778;950.3776;840.2351;110.1425;909.2648;455.5047;49.1515;406.3532;52.9452;1.0000,
2022-06-08T13:00:00.0/2022-06-08T14:00:00.0;1159.2007;895.8769;788.5035;107.3734;898.8734;298.4059;7.3784;291.0274;8.2672;1.0000,
2022-06-08T14:00:00.0/2022-06-08T15:00:00.0;1042.4517;794.1043;691.5291;102.5752;876.3663;236.3809;2.1660;234.2148;2.7632;1.0000,
2022-06-08T15:00:00.0/2022-06-08T16:00:00.0;878.9943;653.6673;554.9766;98.6907;833.3963;222.6522;2.6157;220.0365;3.9634;1.0000,
2022-06-08T16:00:00.0/2022-06-08T17:00:00.0;679.9744;484.7409;391.1582;93.5827;757.7185;195.1131;10.9241;184.1889;19.5778;1.0000,
2022-06-08T17:00:00.0/2022-06-08T18:00:00.0;458.9590;301.0227;220.8779;80.1449;629.0515;122.1776;6.4971;115.6806;17.2148;1.0000,
2022-06-08T18:00:00.0/2022-06-08T19:00:00.0;231.0116;124.5398;72.7385;51.8013;389.3495;71.8306;3.4895;68.3411;19.8004;1.0000,
2022-06-08T19:00:00.0/2022-06-08T20:00:00.0;32.3867;11.1463;3.0536;8.0928;47.0233;9.8844;2.1019;7.7825;35.1894;0.8667,
2022-06-08T20:00:00.0/2022-06-08T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-08T21:00:00.0/2022-06-08T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-08T22:00:00.0/2022-06-08T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-08T23:00:00.0/2022-06-09T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-09T00:00:00.0/2022-06-09T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-09T01:00:00.0/2022-06-09T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-09T02:00:00.0/2022-06-09T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-09T03:00:00.0/2022-06-09T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-09T04:00:00.0/2022-06-09T05:00:00.0;46.2007;17.2401;5.0444;12.1957;64.8996;17.2401;5.0444;12.1957;64.8996;0.6750,
2022-06-09T05:00:00.0/2022-06-09T06:00:00.0;255.0348;144.4936;85.5792;58.9144;419.5467;144.4936;85.5792;58.9144;419.5467;0.9750,
2022-06-09T06:00:00.0/2022-06-09T07:00:00.0;482.9811;327.1596;240.8758;86.2839;652.7382;327.1596;240.8758;86.2839;652.7382;1.0000,
2022-06-09T07:00:00.0/2022-06-09T08:00:00.0;702.3689;513.9094;413.1447;100.7648;774.9533;495.7328;376.0258;119.7070;708.7884;1.0000,
2022-06-09T08:00:00.0/2022-06-09T09:00:00.0;898.2542;684.3658;576.5580;107.8079;847.1896;570.1615;331.9787;238.1828;497.7158;1.0000,
2022-06-09T09:00:00.0/2022-06-09T10:00:00.0;1057.2942;823.6383;707.0743;116.5640;883.4506;622.6169;301.4076;321.2093;384.2913;1.0000,
2022-06-09T10:00:00.0/2022-06-09T11:00:00.0;1168.6571;921.2064;792.2698;128.9366;895.7272;717.2310;360.5734;356.6576;410.5635;1.0000,
2022-06-09T11:00:00.0/2022-06-09T12:00:00.0;1224.7603;970.1405;831.3896;138.7508;896.9387;695.6461;239.0100;456.6361;257.9745;1.0000,
2022-06-09T12:00:00.0/2022-06-09T13:00:00.0;1221.7874;967.6624;826.3819;141.2805;893.6833;540.9680;158.3062;382.6617;170.5244;1.0000,
2022-06-09T13:00:00.0/2022-06-09T14:00:00.0;1159.9484;913.8100;777.4474;136.3626;885.4873;443.1384;165.1026;278.0358;193.2737;1.0000,
2022-06-09T14:00:00.0/2022-06-09T15:00:00.0;1043.4648;811.4261;682.6707;128.7554;864.0870;728.6164;501.1845;227.4319;626.7133;1.0000,
2022-06-09T15:00:00.0/2022-06-09T16:00:00.0;880.2819;668.7599;552.0615;116.6984;827.8333;357.1559;41.9317;315.2241;62.6933;1.0000,
2022-06-09T16:00:00.0/2022-06-09T17:00:00.0;681.5261;497.2433;397.3239;99.9193;768.2690;275.9967;34.4531;241.5436;68.4458;1.0000,
2022-06-09T17:00:00.0/2022-06-09T18:00:00.0;460.7458;311.4740;233.5129;77.9611;663.8893;280.9203;179.0556;101.8647;530.7265;1.0000,
2022-06-09T18:00:00.0/2022-06-09T19:00:00.0;232.9883;132.2264;83.8490;48.3775;450.4225;132.2264;83.8490;48.3775;450.4225;1.0000,
2022-06-09T19:00:00.0/2022-06-09T20:00:00.0;33.5340;12.5391;4.4475;8.0916;68.3641;12.5391;4.4475;8.0916;68.3641;0.8667,
2022-06-09T20:00:00.0/2022-06-09T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-09T21:00:00.0/2022-06-09T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-09T22:00:00.0/2022-06-09T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-09T23:00:00.0/2022-06-10T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-10T00:00:00.0/2022-06-10T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-10T01:00:00.0/2022-06-10T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-10T02:00:00.0/2022-06-10T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-10T03:00:00.0/2022-06-10T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-06-10T04:00:00.0/2022-06-10T05:00:00.0;46.6053;18.9804;8.5528;10.4275;114.3041;18.9804;8.5528;10.4275;114.3041;0.6750,
2022-06-10T05:00:00.0/2022-06-10T06:00:00.0;255.4647;151.0978;105.9470;45.1508;526.5702;151.0978;105.9470;45.1508;526.5702;0.9750,
2022-06-10T06:00:00.0/2022-06-10T07:00:00.0;483.2195;332.7823;267.4740;65.3083;726.0190;332.7823;267.4740;65.3083;726.0190;1.0000,
2022-06-10T07:00:00.0/2022-06-10T08:00:00.0;702.4744;518.0617;440.6136;77.4481;826.7313;518.0617;440.6136;77.4481;826.7313;1.0000,
2022-06-10T08:00:00.0/2022-06-10T09:00:00.0;898.2944;687.3695;602.3182;85.0513;885.0161;687.3695;602.3182;85.0513;885.0161;1.0000,
